Closure1,Closure2,Closure3,Closure4,Closure5,Closure6,Closure7,Closure8,Closure9,Closure10
2.567843968965871682e+01,4.925530717838547012e+00,3.212945841479394549e+00,2.111549147116861480e+00,1.133992455517471409e+00,8.234133776240036839e-01,3.000060470176180605e+00,1.017407596277947635e+00,2.021307278970874144e+00,5.078797711906272161e-01
1.987332441391570725e+01,3.812017826991789704e+00,2.486596374380799723e+00,1.634192019598451395e+00,8.776312043798915052e-01,6.372646226970729577e-01,2.321837919505152392e+00,7.874026407514390646e-01,1.564351096899972537e+00,3.930635808920040497e-01
1.887561525299163279e+01,3.620641435786075668e+00,2.361760693617537932e+00,1.552149965903563800e+00,8.335711027941941076e-01,6.052717492977693903e-01,2.205273679208792359e+00,7.478723230425695645e-01,1.485815297464934570e+00,3.733304387506231059e-01
2.431509900322279449e+01,4.664020419273811058e+00,3.042361497494972866e+00,1.999441055719360261e+00,1.073785602164891717e+00,7.796960422625984766e-01,2.840778810145783595e+00,9.633905614635892567e-01,1.913990382519417777e+00,4.809150036950072815e-01
2.913771870177853884e+01,5.589075124807801664e+00,3.645778842659889829e+00,2.396007149081152754e+00,1.286758602864563006e+00,9.343397676203760716e-01,3.404214552160774510e+00,1.154467977948760771e+00,2.293608319520659578e+00,5.762989529786661791e-01
2.891164004535018250e+01,5.545709664120016313e+00,3.617491357602483415e+00,2.377416603863762745e+00,1.276774682741623312e+00,9.270902543186259059e-01,3.377801356947266243e+00,1.145510496684852608e+00,2.275812283648486645e+00,5.718274672620259347e-01
2.952055498031057823e+01,5.662509175809427475e+00,3.693680204422627344e+00,2.427487941029164986e+00,1.303665138339479501e+00,9.466159229083479509e-01,3.448942035592561073e+00,1.169636366005693429e+00,2.323743708033481958e+00,5.838708617042041027e-01
1.995910602000118317e+01,3.828472095277012155e+00,2.497329567591863420e+00,1.641245877985378687e+00,8.814194288708940839e-01,6.400153241749862998e-01,2.331859946100050873e+00,7.908014009061469229e-01,1.571103492562557102e+00,3.947602082181808081e-01
2.041862068630393523e+01,3.916614273365932597e+00,2.554825106808398694e+00,1.679031966760469397e+00,9.017121791736628644e-01,6.547502741182452679e-01,2.385545909986566127e+00,8.090078697472355973e-01,1.607274706663454067e+00,4.038486967089578994e-01
2.058272799658375263e+01,3.948092650073168564e+00,2.575358593519129435e+00,1.692526581512959316e+00,9.089593660744901271e-01,6.600125936471344934e-01,2.404718876116423765e+00,8.155099791472343318e-01,1.620192598280308038e+00,4.070944851681838061e-01
2.362421582154965805e+01,4.531498101917452281e+00,2.955916593819665206e+00,1.942629434349436801e+00,1.043275324861058451e+00,7.575419526434304940e-01,2.760061626862959194e+00,9.360170214171509295e-01,1.859606735346460038e+00,4.672504042696412618e-01
2.879873515641507353e+01,5.524052721355383611e+00,3.603364436427718864e+00,2.368132386254845123e+00,1.271788659689178314e+00,9.234698086423349661e-01,3.364610466134680511e+00,1.141037082682764270e+00,2.266924848251551605e+00,5.695943834044518983e-01
1.788857741125214673e+01,3.431311972317357739e+00,2.238260233023865897e+00,1.470985419377926151e+00,7.899822601943223832e-01,5.736210659645164522e-01,2.089956189230489869e+00,7.087648145593352655e-01,1.408119502929131350e+00,3.538083587770091132e-01
2.729280971151278479e+01,5.235192411800511536e+00,3.414939557258545921e+00,2.244299488803306986e+00,1.205285082613242409e+00,8.751803030484144319e-01,3.188670360237074508e+00,1.081370685285228062e+00,2.148384232070954525e+00,5.398095101944516694e-01
2.103715549631928283e+01,4.035259029184564916e+00,2.632217614673641570e+00,1.729894350391823155e+00,9.290274606514081768e-01,6.745844168172608901e-01,2.457810496752026452e+00,8.335148889383349191e-01,1.655963370339712970e+00,4.160823573822948762e-01
1.849980131489145663e+01,3.548554380705008615e+00,2.314737983352349371e+00,1.521246624031525219e+00,8.169746827766828368e-01,5.932207747109502494e-01,2.161366629035115672e+00,7.329821677203895991e-01,1.456232680382226308e+00,3.658974210439658314e-01
1.908795226165907266e+01,3.661371031172926394e+00,2.388328791883453484e+00,1.569610529511470842e+00,8.429481743283728790e-01,6.120806183573582748e-01,2.230081411834197613e+00,7.562853453367627266e-01,1.502529644068605119e+00,3.775301359549962377e-01
1.532190900841926862e+01,2.938984392703935189e+00,1.917112738432926289e+00,1.259927171975294469e+00,6.766349291335604921e-01,4.913174242962671801e-01,1.790087485818181001e+00,6.070706321351437840e-01,1.206081311043198268e+00,3.030436325355643779e-01
2.343655139872059223e+01,4.495501098576854204e+00,2.932435586631946478e+00,1.927197708093558948e+00,1.034987826000958178e+00,7.515242429177195760e-01,2.738136438907920578e+00,9.285815537000722264e-01,1.844834519103857762e+00,4.635386926049550604e-01
2.049149316595359238e+01,3.930592367102835993e+00,2.563943080224164728e+00,1.685024302124774831e+00,9.049303202732110751e-01,6.570870272593766215e-01,2.394059739027693201e+00,8.118951563289444895e-01,1.613010945910569705e+00,4.052900015054274885e-01
1.722399588919659763e+01,3.303834729114346835e+00,2.155106253910706204e+00,1.416336594798014215e+00,7.606334975282323940e-01,5.523103741002193257e-01,2.012311878375757868e+00,6.824333747578128495e-01,1.355806220493150693e+00,3.406639654478841317e-01
1.772651072127564476e+01,3.400225018847239156e+00,2.217982073451263858e+00,1.457658605711216637e+00,7.828251896734819137e-01,5.684241816441800710e-01,2.071021632613851082e+00,7.023435567462246176e-01,1.395362241035990047e+00,3.506029306272592239e-01
2.131876273820446954e+01,4.089275750489866468e+00,2.667452964939485582e+00,1.753051035089611354e+00,9.414635935152554369e-01,6.836145281872070267e-01,2.490711201183664070e+00,8.446724729085265393e-01,1.678130401308602915e+00,4.216521125271867065e-01
2.644202326664594338e+01,5.071998120435529778e+00,3.308487186979879979e+00,2.174338953282114684e+00,1.167713274458400896e+00,8.478987022708310839e-01,3.089271377563113763e+00,1.047661604738312047e+00,2.081413619578807328e+00,5.229822718507967094e-01
2.271420424493323509e+01,4.356943493912277532e+00,2.842053837899750857e+00,1.867798790755281324e+00,1.003088059794007947e+00,7.283612191162123217e-01,2.653743260505633472e+00,8.999613769956059661e-01,1.787974149956027992e+00,4.492517845365699980e-01
1.683198210961485941e+01,3.228640288311798834e+00,2.106056581962881147e+00,1.384101132988890814e+00,7.433216719704041076e-01,5.397399300147655010e-01,1.966512170211980326e+00,6.669013641679050197e-01,1.324948414656740736e+00,3.329105399639468166e-01
2.009956263355590167e+01,3.855413894426355625e+00,2.514903824356796491e+00,1.652795685767423306e+00,8.876221710165832501e-01,6.445192526057816895e-01,2.348269756789211016e+00,7.963664440826448976e-01,1.582159692969939080e+00,3.975382225218733190e-01
2.146352120391999918e+01,4.117042712897482915e+00,2.685565479409239398e+00,1.764954586026262096e+00,9.478563109068733894e-01,6.882564012384926322e-01,2.507623605362621966e+00,8.504079601275505995e-01,1.689525226850175255e+00,4.245152108047318129e-01
1.872476797606218568e+01,3.591706543121334860e+00,2.342886332987902609e+00,1.539745729400302077e+00,8.269094957790982248e-01,6.004346304033576498e-01,2.187649907748409728e+00,7.418955905276390927e-01,1.473941184296243101e+00,3.703469132164564637e-01
2.235757368805936807e+01,4.288536114646570141e+00,2.797431396719502583e+00,1.838472906577587551e+00,9.873388022149026666e-01,7.169253852046331144e-01,2.612077440889456703e+00,8.858312880177142690e-01,1.759901574315738015e+00,4.421981844030062891e-01
2.075676327926990794e+01,3.981475368852751995e+00,2.597134291129072903e+00,1.706837577709203524e+00,9.166449848248936494e-01,6.655932668373387706e-01,2.425051745960261407e+00,8.224054455682949794e-01,1.633891981418176043e+00,4.105366335470566064e-01
2.183140482442447095e+01,4.187608607682522965e+00,2.731595929971399439e+00,1.795205814469372108e+00,9.641025180441604725e-01,7.000530796267878664e-01,2.550604141596108487e+00,8.649839076761948187e-01,1.718483600058471561e+00,4.317913791103099586e-01
2.773778745695784664e+01,5.320546178634984358e+00,3.470616203271986056e+00,2.280890200319899197e+00,1.224935864058934731e+00,8.894491072581962587e-01,3.240657948281821632e+00,1.099001185575039896e+00,2.183411156086527694e+00,5.486104809026748352e-01
2.617576105375079365e+01,5.020924818300942505e+00,3.275171842278110645e+00,2.152444096922340400e+00,1.155954797531390188e+00,8.393606496981924625e-01,3.058163461768289793e+00,1.037112007438971695e+00,2.060454489836333281e+00,5.177160176158730476e-01
2.059901341381155504e+01,3.951216450575761652e+00,2.577396262637315694e+00,1.693865738380487596e+00,9.096785507482658684e-01,6.605348072460768272e-01,2.406621532082126258e+00,8.161552250187268376e-01,1.621474523225182374e+00,4.074165855012010229e-01
1.631486627601001160e+01,3.129449295639173734e+00,2.041353851297631028e+00,1.341578475436271178e+00,7.204851810845235294e-01,5.231579219053358321e-01,1.906096553466976484e+00,6.464126746827313363e-01,1.284243059846669643e+00,3.226827895856382300e-01
2.879454323996241527e+01,5.523248645504057031e+00,3.602839934133296840e+00,2.367787683160833989e+00,1.271603539343513889e+00,9.233353892567834897e-01,3.364120716640712327e+00,1.140870994412080730e+00,2.266594876830351435e+00,5.695114737886589618e-01
2.442330648610171906e+01,4.684776325289189636e+00,3.055900668345482796e+00,2.008339003606617101e+00,1.078564181809847922e+00,7.831658593557844217e-01,2.853420894162012722e+00,9.676778591493389037e-01,1.922508056312127733e+00,4.830551801352367947e-01
2.422819988759875898e+01,4.647351794990864704e+00,3.031488478902455874e+00,1.992295304042125625e+00,1.069948027035726668e+00,7.769095063525779388e-01,2.830626222806844616e+00,9.599475243704385097e-01,1.907150020835848059e+00,4.791962737607434186e-01
2.064651247714386884e+01,3.960327521900164793e+00,2.583339455442336341e+00,1.697771606800857036e+00,9.117761696111708059e-01,6.620579279903714420e-01,2.412170937108127688e+00,8.180371893605807854e-01,1.625213465451355699e+00,4.083560434164223429e-01
2.372864222150498037e+01,4.551528736447802537e+00,2.968982666818337446e+00,1.951216462160590748e+00,1.047886927089906939e+00,7.608905242754893106e-01,2.772261959840158330e+00,9.401545085016673742e-01,1.867826776941565958e+00,4.693157967450620194e-01
1.984742522510348550e+01,3.807049953102120021e+00,2.483355807897882794e+00,1.632062318155980352e+00,8.764874633632239176e-01,6.364341307047505225e-01,2.318812068499240819e+00,7.863764868358019688e-01,1.562312413105385378e+00,3.925513350450232086e-01
2.205680454026580151e+01,4.230843836831420290e+00,2.759798464410229357e+00,1.813740530110089733e+00,9.740564552899184658e-01,7.072808217941259912e-01,2.576938014902157903e+00,8.739144885785933292e-01,1.736226192358249154e+00,4.362494364335525177e-01
2.056918814566943610e+01,3.945495492597892007e+00,2.573664456016416580e+00,1.691413193745020749e+00,9.083614290903417876e-01,6.595784202896942672e-01,2.403136989833960513e+00,8.149735155871743464e-01,1.619126793677689635e+00,4.068266878850377855e-01
2.334107442014163070e+01,4.477187104560056419e+00,2.920489285961433090e+00,1.919346595053816884e+00,1.030771441567454261e+00,7.484626464045676109e-01,2.726981683684923663e+00,9.247986523848094054e-01,1.837318941284169505e+00,4.616503058252012792e-01
1.789915043657272165e+01,3.433340045737175217e+00,2.239583154437555290e+00,1.471854843800435075e+00,7.904491783984824993e-01,5.739601041068700393e-01,2.091191455691294721e+00,7.091837292756031363e-01,1.408951770516239987e+00,3.540174768443646314e-01
2.058641852812301209e+01,3.948800552371028783e+00,2.575820361372052947e+00,1.692830055509756626e+00,9.091223446266509800e-01,6.601309354574896870e-01,2.405150047866681184e+00,8.156562020045311501e-01,1.620483102623785809e+00,4.071674781668388476e-01
2.238226993858871694e+01,4.293273245954697614e+00,2.800521448778636735e+00,1.840503689887339478e+00,9.884294199517400514e-01,7.177173033783533773e-01,2.614962750350237730e+00,8.868097802155192610e-01,1.761845567469588092e+00,4.426866379936332252e-01
2.241923159343854977e+01,4.300363075731943319e+00,2.805146176631232002e+00,1.843543062673124844e+00,9.900616934952148895e-01,7.189025280816567776e-01,2.619281050097706842e+00,8.882742410188119164e-01,1.764755045728146676e+00,4.434176822873999724e-01
2.868456217636388672e+01,5.502152538665709969e+00,3.589078848755796969e+00,2.358743892967694045e+00,1.266746636125178904e+00,9.198086999350482129e-01,3.351271421848756926e+00,1.136513425537016619e+00,2.257937593635290785e+00,5.673362186683794661e-01
1.660497460511582091e+01,3.185096659878635439e+00,2.077652877283794552e+00,1.365434208194892474e+00,7.332967327389354750e-01,5.324606319622118278e-01,1.939990455929037516e+00,6.579070809372756790e-01,1.307079263463348129e+00,3.284206830708911729e-01
2.460950235755658255e+01,4.720491637257890005e+00,3.079197926984309941e+00,2.023649970250962049e+00,1.086786827579222292e+00,7.891364780252682065e-01,2.875174508494221293e+00,9.750551412701857767e-01,1.937164673880585219e+00,4.867378461279534552e-01
2.754018821505128045e+01,5.282643519922261000e+00,3.445892128513702524e+00,2.264641529615549764e+00,1.216209630991578194e+00,8.831128243235383257e-01,3.217572056703315031e+00,1.091172089564371284e+00,2.167856909379484609e+00,5.447022739017889359e-01
1.646430143670784219e+01,3.158113322084624919e+00,2.060051524674111789e+00,1.353866593014063424e+00,7.270844272563469213e-01,5.279497594115508674e-01,1.923555344728523853e+00,6.523334576229119497e-01,1.296006016696978236e+00,3.256383856475598693e-01
1.967592138263274038e+01,3.774152804578832399e+00,2.461896849950136801e+00,1.617959483378126118e+00,8.689136362224572085e-01,6.309346315174536590e-01,2.298774951583332893e+00,7.795813188182193487e-01,1.548812295132984129e+00,3.891592546333994540e-01
1.951984605242935444e+01,3.744215088638748412e+00,2.442368343187459434e+00,1.605125341804108485e+00,8.620211517459055450e-01,6.259298681299684253e-01,2.280540376812753678e+00,7.733974451693673702e-01,1.536526649867125283e+00,3.860723263016861417e-01
1.565283509017592500e+01,3.002461247245171272e+00,1.958518976158706293e+00,1.287139366101458737e+00,6.912490444996562955e-01,5.019290099695532525e-01,1.828750203196147339e+00,6.201822819649155383e-01,1.232130529996537494e+00,3.095888379574992522e-01
1.879897817205408472e+01,3.605941232002456420e+00,2.352171684570365517e+00,1.545848065755153655e+00,8.301867121284691731e-01,6.028142792011169648e-01,2.196320024709176533e+00,7.448358788798882246e-01,1.479782723390719035e+00,3.718146759705756588e-01
1.973878234592723047e+01,3.786210531193141104e+00,2.469762159254337064e+00,1.623128567443809178e+00,8.716896560657196869e-01,6.329503520492528734e-01,2.306119116313595896e+00,7.820719382771157413e-01,1.553760466603131718e+00,3.904025471402913228e-01
2.816997941099458913e+01,5.403447428529383423e+00,3.524693061454394538e+00,2.316429530706261009e+00,1.244022008744368968e+00,9.033079180331605729e-01,3.291151748236341490e+00,1.116125098959242612e+00,2.217431632142123910e+00,5.571585684570370400e-01
2.423589116189878467e+01,4.648827103003422501e+00,3.032450828954742050e+00,1.992927760837972517e+00,1.070287683460920736e+00,7.771561373093711644e-01,2.831524808868601362e+00,9.602522609896598782e-01,1.907755448148219735e+00,4.793483952556190086e-01
2.767345373755173554e+01,5.308205954113662806e+00,3.462566619312411831e+00,2.275600010885315161e+00,1.222094805438410869e+00,8.873861608396630407e-01,3.233141718681336485e+00,1.096452213923660546e+00,2.178347054961597529e+00,5.473380595606188725e-01
2.305401535979622807e+01,4.422124638278876141e+00,2.884571791544233044e+00,1.895741604977702721e+00,1.018094549487803757e+00,7.392577152127489670e-01,2.693444033034952501e+00,9.134250614616259423e-01,1.814722764289647294e+00,4.559727221539032760e-01
1.842696638559977984e+01,3.534583489720450888e+00,2.305624708324334193e+00,1.515257376449317128e+00,8.137581999485545836e-01,5.908852256720724672e-01,2.152857187073030865e+00,7.300963689245397736e-01,1.450499396953798703e+00,3.644568589354261201e-01
2.006129153881839855e+01,3.848072893375938275e+00,2.510115256352984492e+00,1.649648637176120314e+00,8.859320709473722522e-01,6.432920389680362172e-01,2.343798472713543912e+00,7.948501018525719886e-01,1.579147140676964600e+00,3.967812795349392463e-01
2.490556656755723353e+01,4.777281433617599937e+00,3.116242166580985185e+00,2.047995457658846608e+00,1.099861398485673769e+00,7.986301713374984734e-01,2.909764247738175769e+00,9.867855259773998799e-01,1.960469701364715656e+00,4.925935377139737947e-01
1.608288557451862388e+01,3.084951729394846520e+00,2.012327888693665745e+00,1.322502602513237813e+00,7.102406191681378544e-01,5.157191516658989894e-01,1.878993811213196530e+00,6.372213480001263086e-01,1.265982437855133869e+00,3.180945705576131433e-01
2.299773564474378418e+01,4.411329299129291392e+00,2.877529943261285528e+00,1.891113699787387192e+00,1.015609165911563805e+00,7.374530311734101007e-01,2.686868767931534840e+00,9.111951981871149187e-01,1.810292643181481420e+00,4.548595965454566570e-01
1.889548042646837089e+01,3.624451890134446685e+00,2.364246270127782434e+00,1.553783487668090268e+00,8.344483740428531027e-01,6.059087525498070281e-01,2.207594564838955442e+00,7.486594027343604907e-01,1.487379006951641269e+00,3.737233411186002829e-01
2.043783550647640723e+01,3.920299979668227408e+00,2.557229309607091050e+00,1.680612009692888265e+00,9.025607299957940644e-01,6.553664229251769946e-01,2.387790813615356278e+00,8.097691817366265976e-01,1.608787222857900989e+00,4.042287360957199649e-01
2.638925314008585232e+01,5.061875975846634290e+00,3.301884466536788576e+00,2.169999643063975636e+00,1.165382878759944729e+00,8.462065578619948347e-01,3.083106144293006778e+00,1.045570795161575584e+00,2.077259759678546924e+00,5.219385604677474477e-01
2.270791960873750526e+01,4.355738001327578601e+00,2.841267489664642376e+00,1.867282002416136510e+00,1.002810522291037953e+00,7.281596938841652378e-01,2.653009014622778938e+00,8.997123729017958427e-01,1.787479447745081940e+00,4.491274841650645389e-01
2.012913696030873822e+01,3.861086717878287278e+00,2.518604232609924942e+00,1.655227595384449524e+00,8.889282107845771774e-01,6.454675927922112200e-01,2.351724981082258470e+00,7.975382109445253720e-01,1.584487669383562336e+00,3.981231569059666686e-01
2.739913214968595767e+01,5.255586736438093709e+00,3.428242866949984258e+00,2.253042428653127871e+00,1.209980416293861438e+00,8.785896736718423750e-01,3.201092210930150284e+00,1.085583295457790198e+00,2.156753522448200844e+00,5.419124033695992271e-01
1.980102612020642283e+01,3.798149871196336846e+00,2.477550244439624016e+00,1.628246899791140123e+00,8.744384200595056722e-01,6.349462815930537740e-01,2.313391173688825742e+00,7.845381040386658622e-01,1.558660055345348905e+00,3.916336326042452742e-01
2.393436025099741826e+01,4.590988706980447809e+00,2.994722583081289358e+00,1.968132744262273803e+00,1.056971696111223213e+00,7.674871469499870980e-01,2.796296384662759760e+00,9.483052796710398358e-01,1.884020103150403802e+00,4.733845807915664228e-01
2.511344678589745527e+01,4.817156146156233554e+00,3.142252620919884887e+00,2.065089537480041759e+00,1.109041652508042430e+00,8.052961274778817069e-01,2.934051285156000333e+00,9.950219654110794565e-01,1.976833226702058521e+00,4.967050865075015031e-01
1.948907828156418631e+01,3.738313343737292183e+00,2.438518608443153823e+00,1.602595294764093570e+00,8.606624079726911125e-01,6.249432585681634622e-01,2.276945720196401624e+00,7.721783927589762619e-01,1.534104730157084928e+00,3.854637874412296106e-01
2.527293049869033581e+01,4.847747643764734882e+00,3.162207592405474443e+00,2.078203951821285589e+00,1.116084655481384136e+00,8.104101851937671741e-01,2.952684067683652547e+00,1.001340882870204840e+00,1.989387166639279725e+00,4.998594273685818545e-01
2.050499862886557167e+01,3.933182928415576818e+00,2.565632915020388261e+00,1.686134862152481650e+00,9.055267386395740026e-01,6.575200979197098894e-01,2.395637607695078941e+00,8.124302573991015741e-01,1.614074043622883092e+00,4.055571186471408907e-01
2.598095249278275887e+01,4.983557456313898015e+00,3.250796943981666409e+00,2.136424905112614958e+00,1.147351804472706460e+00,8.331138536655907645e-01,3.035403610699633603e+00,1.029393481230049590e+00,2.045119914720030518e+00,5.138630059622768531e-01
1.841250238378065163e+01,3.531809065490474797e+00,2.303814938920213162e+00,1.514067995354742013e+00,8.131194512886784631e-01,5.904214181847100562e-01,2.151167330499868857e+00,7.295232895045592469e-01,1.449360846772658862e+00,3.641707833785317039e-01
1.954751506060946653e+01,3.749522441864660216e+00,2.445830353568330562e+00,1.607400576254892632e+00,8.632430502298908959e-01,6.268171117380865187e-01,2.283772999148587335e+00,7.744937212454898745e-01,1.538704646985030511e+00,3.866195764350051078e-01
2.656663846922635486e+01,5.095901286501600680e+00,3.324079329717317233e+00,2.184586115021946995e+00,1.173216439809443346e+00,8.518946547547101567e-01,3.103830406373382367e+00,1.052598994052043713e+00,2.091222845493248439e+00,5.254469675775740312e-01
1.915181624717849118e+01,3.673621153308118004e+00,2.396319601651289322e+00,1.574862092526388535e+00,8.457684889048640020e-01,6.141285021330321614e-01,2.237542761540030956e+00,7.588157056227189390e-01,1.507556769561999799e+00,3.787932666882075639e-01
1.887961815982932379e+01,3.621409256604940730e+00,2.362261546591216899e+00,1.552479126655590402e+00,8.337478762356078654e-01,6.054001078382170720e-01,2.205741346353474075e+00,7.480309225475659796e-01,1.486130390781578825e+00,3.734096100489338044e-01
1.756673604742529093e+01,3.369577710307714025e+00,2.197990696244339404e+00,1.444520265516992863e+00,7.757693374909199191e-01,5.633007938743666010e-01,2.052354856557875085e+00,6.960131110948227784e-01,1.382785397771678193e+00,3.474428350070469795e-01
2.289782673402549662e+01,4.392165190457732571e+00,2.865029108977793282e+00,1.882898147060422245e+00,1.011197061735345626e+00,7.342493188519635394e-01,2.675196221729866153e+00,9.072366989196700704e-01,1.802428200835700878e+00,4.528835530113184404e-01
1.784733304224046080e+01,3.423400650252617083e+00,2.233099642057199574e+00,1.467593877163425375e+00,7.881608565632185481e-01,5.722985103261550854e-01,2.085137531921684051e+00,7.071306679817659369e-01,1.404872906005508959e+00,3.529926090293719620e-01
2.616225899489599982e+01,5.018334909940189270e+00,3.273482433405406233e+00,2.151333816811721533e+00,1.155358529492508612e+00,8.389276881934876196e-01,3.056585990803316832e+00,1.036577041241247610e+00,2.059391660078212283e+00,5.174489678011392479e-01
1.632754758369727099e+01,3.131881770949623611e+00,2.042940565883514470e+00,1.342621264825150984e+00,7.210452037111803048e-01,5.235645649304438987e-01,1.907578134527293523e+00,6.469151218301315565e-01,1.285241283252956057e+00,3.229336062133010277e-01
2.661483104434758573e+01,5.105145384351788884e+00,3.330109296323438883e+00,2.188549011215191076e+00,1.175344685032280845e+00,8.534400138784169476e-01,3.109460835687801517e+00,1.054508436082210565e+00,2.095016378280372127e+00,5.264001420820013655e-01
2.454465831028883827e+01,4.708053523784241357e+00,3.071084489620845126e+00,2.018317816336682835e+00,1.083923232233261924e+00,7.870571672639902205e-01,2.867598656328541828e+00,9.724859498761241339e-01,1.932060401723698639e+00,4.854553312910929730e-01
2.482793835850577935e+01,4.762391115791642093e+00,3.106529145288893456e+00,2.041612056619070081e+00,1.096433238345744021e+00,7.961409193974867682e-01,2.900694797874381337e+00,9.837098122452216931e-01,1.954359109525587668e+00,4.910581719547034707e-01
1.828304787476277227e+01,3.506977643938522959e+00,2.287617290954193638e+00,1.503422895363825340e+00,8.074025760293878085e-01,5.862702868929594580e-01,2.136042916404451208e+00,7.243941616276707851e-01,1.439170689405783410e+00,3.616103736646161804e-01
2.032587664080233836e+01,3.898824499122029330e+00,2.543220757053599623e+00,1.671405583983873955e+00,8.976164845300612649e-01,6.517763127450494354e-01,2.374710448482041603e+00,8.053332502009058480e-01,1.599974254746623581e+00,4.020143631132288009e-01
2.155448005853241611e+01,4.134490059304332554e+00,2.696946461945744833e+00,1.772434171787733659e+00,9.518731692572868219e-01,6.911731180875847480e-01,2.518250499653442720e+00,8.540118484770709006e-01,1.696685155457090755e+00,4.263142360892362426e-01
2.305417136995147942e+01,4.422154563493228885e+00,2.884591311896154142e+00,1.895754433759911928e+00,1.018101439094071470e+00,7.392627178862146708e-01,2.693462259995209607e+00,9.134312427529723832e-01,1.814735044804593134e+00,4.559758077931752029e-01
2.248966544800491008e+01,4.313873402622331987e+00,2.813959023629077461e+00,1.849334868847300362e+00,9.931721418190450068e-01,7.211610834607409259e-01,2.627509969977593229e+00,8.910649066331178814e-01,1.770299325857375150e+00,4.448107548561995861e-01
2.367948947512517677e+01,4.542100462569568897e+00,2.962832561360728256e+00,1.947174610671518202e+00,1.045716279486847755e+00,7.593143759812304161e-01,2.766519351909271673e+00,9.382070234461454827e-01,1.863957663193236858e+00,4.683436315400703598e-01
2.294367204539886274e+01,4.400959046009996101e+00,2.870765380507862119e+00,1.886668026745468962e+00,1.013221648814878417e+00,7.357194098365561485e-01,2.680552415799926536e+00,9.090531398175090150e-01,1.806036966115274867e+00,4.537903022738075109e-01
2.215109184094218620e+01,4.248929631817268238e+00,2.771595909826452431e+00,1.821493815423891327e+00,9.782203020387999493e-01,7.103042697004355865e-01,2.587953777815227951e+00,8.776502535666557137e-01,1.743648123342959488e+00,4.381142932267396151e-01
2.275872353940786041e+01,4.365482998458560360e+00,2.847624195124588198e+00,1.871459631500056009e+00,1.005054088285977310e+00,7.297887896024187748e-01,2.658944533524073783e+00,9.017252796675296889e-01,1.791478536323103610e+00,4.501323072382841239e-01
1.432165185384481099e+01,2.747119256031382850e+00,1.791958246803347921e+00,1.177675595665935493e+00,6.324623049175490674e-01,4.592428460861112671e-01,1.673225558624908516e+00,5.674393601577714108e-01,1.127344943420430123e+00,2.832600950256256578e-01
1.761559936091069645e+01,3.378950466380766127e+00,2.204104587187918796e+00,1.448538316814594218e+00,7.779272033703777955e-01,5.648676611172823714e-01,2.058063649498609315e+00,6.979491285055450245e-01,1.386631728483994408e+00,3.484092756776059896e-01
2.461745120077333837e+01,4.722016351060933204e+00,3.080192504655949293e+00,2.024303607049683595e+00,1.087137858574362070e+00,7.893913682725114400e-01,2.876103186817609902e+00,9.753700830488956086e-01,1.937790376020108285e+00,4.868950619371283373e-01
2.358292685480942197e+01,4.523578225303269029e+00,2.950750422681920337e+00,1.939234224844523125e+00,1.041451951737714099e+00,7.562179669194895038e-01,2.755237759117533880e+00,9.343811078292664218e-01,1.856356627862443487e+00,4.664337724479977743e-01
2.040763942151364674e+01,3.914507893161412344e+00,2.553451105526835629e+00,1.678128972630668958e+00,9.012272325968956332e-01,6.543981452334363125e-01,2.384262948139661553e+00,8.085727801409587912e-01,1.606410304047050319e+00,4.036315042970949341e-01
2.145321376469485486e+01,4.115065583089782209e+00,2.684275788742869207e+00,1.764107000862683350e+00,9.474011213214359461e-01,6.879258794681047950e-01,2.506419367825535982e+00,8.499995682200762737e-01,1.688713865171462825e+00,4.243113456190549804e-01
2.087521075952551541e+01,4.004195468263017865e+00,2.611954714165688696e+00,1.716577564987815219e+00,9.218757757377468165e-01,6.693914430881956479e-01,2.438890188155405259e+00,8.270984630424279560e-01,1.643215708128597630e+00,4.128793412776416427e-01
1.712119552271499145e+01,3.284115993512426446e+00,2.142243633985918994e+00,1.407883276419212404e+00,7.560937029993020086e-01,5.490139433977068162e-01,2.000301517951666330e+00,6.783603128809003735e-01,1.347714173952883954e+00,3.386307333964825861e-01
1.801050926561504539e+01,3.454700429770610537e+00,2.253516629018087247e+00,1.481011928238978648e+00,7.953669254857447246e-01,5.775309733130284950e-01,2.104201717414849959e+00,7.135958867099937430e-01,1.417717506068761679e+00,3.562199820315022913e-01
2.028208664564998642e+01,3.890424885716243342e+00,2.537741651448915281e+00,1.667804713836244401e+00,8.956826628208741647e-01,6.503721282131886827e-01,2.369594380876941297e+00,8.035982431581328855e-01,1.596527275996462381e+00,4.011482648227095438e-01
1.923507817837132094e+01,3.689592108111964475e+00,2.406737527304586344e+00,1.581708756962480589e+00,8.494454413578009788e-01,6.167984068787865093e-01,2.247270409771817690e+00,7.621146335287815043e-01,1.514110826179739577e+00,3.804400587469997652e-01
2.257287222679347849e+01,4.329833778323060933e+00,2.824370048485829177e+00,1.856176998077453399e+00,9.968466586718794931e-01,7.238292196711783033e-01,2.637231174650118692e+00,8.943616493411803425e-01,1.776849041091544290e+00,4.464564560858449993e-01
1.593028657592236463e+01,3.055680828819062445e+00,1.993234348592348049e+00,1.309954321183411485e+00,7.035016539031506699e-01,5.108258614825865740e-01,1.861165382811393210e+00,6.311752103752313880e-01,1.253970435944032236e+00,3.150763986816093598e-01
