Total_CO2_Mt
3.910315336854311141e+01
3.657824945003305572e+01
4.015662741506609734e+01
4.720308443456121239e+01
3.977744034493341019e+01
3.488349254088046081e+01
5.036506184967519317e+01
4.028445054790304170e+01
3.342379753292755851e+01
4.352546155347609158e+01
3.769970883235022541e+01
3.751660481406288739e+01
3.601056085588148648e+01
2.770458435291053334e+01
3.019582287109403040e+01
3.502138113639010442e+01
2.999919728025271226e+01
4.117481883893411521e+01
3.135419596393382591e+01
3.370525684543461864e+01
5.138160632109060089e+01
3.835260898825622178e+01
4.206945048575469315e+01
3.012047590822316323e+01
3.683727944358883377e+01
4.264632148000546152e+01
3.207878080493419759e+01
3.959491336289303831e+01
3.070684511515601045e+01
3.626656663711179363e+01
3.662831078467537793e+01
5.185118574557669291e+01
3.936014140113017845e+01
3.091538940852881012e+01
3.712312559182117155e+01
3.011324822625005382e+01
3.852625501915944284e+01
2.800034246018699235e+01
3.181809190674373156e+01
4.453474801985522191e+01
4.271861526069727688e+01
3.854774065986877218e+01
3.682215627919820378e+01
3.672366398272900767e+01
2.802039629797591758e+01
3.429827868575364391e+01
3.658638073875657426e+01
4.481410765116842754e+01
4.134595171040478334e+01
2.944350511209428589e+01
3.520608669277029179e+01
3.748359172393818284e+01
3.271387782721560455e+01
3.855650961571604540e+01
4.075221725280473350e+01
4.474143197998935051e+01
3.283764920381742058e+01
3.223774498678585587e+01
4.132852729011669624e+01
3.946853577879549846e+01
3.573327602790318025e+01
3.767556509812926890e+01
3.371428470315034787e+01
3.506430654461932761e+01
3.884325298587903319e+01
4.573657775798842096e+01
3.702381314237729271e+01
4.516751817505436151e+01
4.079508910347397688e+01
3.362885931620396462e+01
3.900995990244147293e+01
4.339846637264827933e+01
4.046733913985163866e+01
4.855272488338318482e+01
3.037901113699001598e+01
4.194383218589035778e+01
3.692342603636726750e+01
3.377536196408108538e+01
3.960286420495859971e+01
2.659547269172615103e+01
4.149057293092425880e+01
3.663291172653568850e+01
4.745687454747768186e+01
3.889912561685380865e+01
3.487144926889727259e+01
3.568829766668692116e+01
4.053874164529131718e+01
3.628454349570165505e+01
3.693620426967876114e+01
4.525687545661146061e+01
3.754820180701103993e+01
4.031995640266443814e+01
2.845605172853541376e+01
3.386240640887925224e+01
3.562128601062851629e+01
3.298373772555109440e+01
4.164608041928087090e+01
4.045073173186823823e+01
3.713755923247809676e+01
3.534817986293553105e+01
3.289619235463125335e+01
3.621836612299016167e+01
3.103959899200126316e+01
3.202350793948922103e+01
3.505934773960392192e+01
3.895874399780718278e+01
5.079222524351847312e+01
3.885484568572440622e+01
3.940793742614678763e+01
4.106139040275184726e+01
2.725905868012767286e+01
4.277354829058969443e+01
3.673918259278737963e+01
5.254731120778500042e+01
3.633595393724312572e+01
4.019782600922998483e+01
3.908140050888549411e+01
3.237619750116184747e+01
4.240483213169959953e+01
3.922186521983605445e+01
4.988193557260186140e+01
3.186047204191243765e+01
4.834670779858680589e+01
2.684839724924747983e+01
4.071364513523408846e+01
5.023638803851365253e+01
3.351075417630012510e+01
2.848049579618239235e+01
3.914488100081462107e+01
3.252065275893475871e+01
2.991025774660028702e+01
3.583434195385329701e+01
3.020942703008780228e+01
4.009441614607422366e+01
3.054227490044873505e+01
4.549706468635396561e+01
3.094514370149229165e+01
3.180175962174997295e+01
4.573781519564985132e+01
2.837509142674093710e+01
3.896534800015295019e+01
4.793908398194670895e+01
2.774113505589849282e+01
3.701113707452434909e+01
4.023277188278622418e+01
4.583187830840668653e+01
2.860931985572849356e+01
3.027554778122674151e+01
3.631200700026906247e+01
3.878084471803451549e+01
3.966475786073819165e+01
3.780540634035405390e+01
3.319221837147084386e+01
3.571346328300433015e+01
4.002426533785629204e+01
3.648244497600632030e+01
4.519570342137500063e+01
3.913233311595224961e+01
3.238839149293423958e+01
4.532761711222488543e+01
2.927861020595421593e+01
4.215683960886877202e+01
4.562502840880728883e+01
3.321444303380526719e+01
3.634657556326686034e+01
4.187303983285021047e+01
4.724145134085245701e+01
4.937801720446785936e+01
3.417695083972247971e+01
3.265522649819660472e+01
3.700383971727461585e+01
3.553099229610641885e+01
3.932941959232833540e+01
4.105745467896819889e+01
3.794868722452631005e+01
4.229155025466483409e+01
3.801340348437238248e+01
4.818100457564268879e+01
4.036028822309280173e+01
5.776033420540498753e+01
3.771858549426617202e+01
3.373942024753689140e+01
3.360728886864663423e+01
4.261070990138839676e+01
3.529457501890779270e+01
5.053912143324689765e+01
3.732290777316063668e+01
3.496263675861028020e+01
3.382120693509423148e+01
3.368927586761423498e+01
3.357511484164379567e+01
4.226665456015550859e+01
4.223044548780377738e+01
3.097587813735318463e+01
3.824630689152331797e+01
4.188654349702289181e+01
3.369282495132629407e+01
4.173640362665844350e+01
4.183046382544493724e+01
3.225676900893044774e+01
4.097928993341004400e+01
4.194667474239832217e+01
4.580168259822060151e+01
4.433370852232206971e+01
3.025728485781875321e+01
3.542484731967972067e+01
4.529569363902691492e+01
3.689516942942785249e+01
4.111464600445469841e+01
5.454813985919095387e+01
4.053629245354478883e+01
4.585081939856902267e+01
4.557013991213159443e+01
4.154966405110608463e+01
3.163897436461430601e+01
3.971221689348620743e+01
3.576135890423623920e+01
2.997404888168822268e+01
3.820070419394700423e+01
3.996835363863648638e+01
5.595194348751816449e+01
2.822137492458736929e+01
3.620716413860208149e+01
2.975459221988475278e+01
3.849258504503867329e+01
4.714244344065735959e+01
3.678371893042193363e+01
3.216184890503480887e+01
3.282213534032017321e+01
3.970171463986256555e+01
3.615411297770801013e+01
3.619229514134145376e+01
3.608179104284323557e+01
3.184535566539797102e+01
4.533031563276820464e+01
4.218008669061073590e+01
3.085009734021616623e+01
3.871717217558833823e+01
3.085894042969326989e+01
4.545836576085083180e+01
3.743388648837778021e+01
3.584707865426516094e+01
3.970259889601928904e+01
4.459468687185407276e+01
3.470040175302928986e+01
3.495411036423336526e+01
3.223389274304160068e+01
3.587023123077542408e+01
5.084499718886164743e+01
4.047389569416007049e+01
2.976036490810373181e+01
4.630670622793027746e+01
5.207508320065308993e+01
4.176001125744944886e+01
2.954553984364502384e+01
3.213951246776404247e+01
4.749173303436873539e+01
3.348756870389926377e+01
3.948173052062192312e+01
4.247736527544247309e+01
3.292665301517361343e+01
4.008535455958122640e+01
2.974761459627200111e+01
